County, Sex, Xiang, Q005, Q006, Q012, Q013, Q014, Q019, Q022, Q027, Q028, Q029, Q030, Q053, Q054, Q055, Q056, Q057, Q058, Q059, Q060, Q061, Q062, Q063, Q064, Q065, Q066, Q067, Q068, Q069, Q089, Q090, Q091, Q092, Q099, Q100, Q101, Q102, Q103, Q104, Q105, Q106, Q107, Q108, Q109, Q110, Q111, Q112, Q113, Q114, Q115, Q116, Q117, Q118, Q128, Q129, Q130, Q131, Q132, Q133, Q134, Q135, Q136, Q137, Q138, Q139, Q140, Q141, Q142, Q143, Q144, Q145, Q146, Q147, Q148, Q157, Q158, Q159, Q160, Q161, Q162, Q163, Q164, Q166, Q167, Q168, Q169, Q170, Q171, Q172, Q173, Q174, Q175, Q176, Q177, Q178, Q179, Q180, Q181, Q182, Q183, Q184, Q185, Q186, Q187, Q188, Q190, Q191, Q192, 
KB,F,1,  0.0 ,  0.0 , 58.1 ,  0.0 ,  0.0 ,  6.5 ,  0.0 ,  9.7 ,  3.2 ,  9.7 , 51.6 ,  0.0 ,  0.0 ,  0.0 ,  3.2 ,  3.2 , 38.7 , 58.1 , 25.8 ,  3.2 ,  0.0 ,  0.0 ,  3.2 , 38.7 , 32.3 ,.     , 1.5  ,.     ,52.0  ,155   ,50.7  ,21.2  , 22.6 ,  3.2 ,  0.0 , 12.9 ,  6.5 ,  9.7 , 0.7  ,  6.5 ,  0.0 ,127   ,78.2  ,102.6 , .    , .    , .    , .    , .    , .    , 0.9  , 0.2  ,  3.2 ,  3.2 ,.     ,  3.2 ,.     ,23.0  ,.     ,  3.2 ,  3.2 , 0.6  ,.     , 0.6  , 0.00 , 0.64 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,352.6 ,  8.0 ,  2.2 ,  0.4 ,  0.0 ,  6.7 ,143.3 , 23.0 , 96.8 , 96.8 , 0.1  ,22.9  ,137.1 , 47   ,261   , 54.3 ,197.0 , 86.9 , 41.4 ,  2.4 ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,   .  ,17.4  ,28.6  , 3.5  ,49.0  ,4.7   ,1.0   ,3.7   ,
KB,F,2,  0.0 ,  0.0 , 80.0 ,  3.3 ,  0.0 ,  6.7 ,  0.0 ,  3.3 ,  0.0 , 10.0 , 46.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 63.3 , 36.7 , 20.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 53.3 , 26.7 ,.     , 1.9  ,.     ,53.1  ,156   ,52.9  ,21.7  , 23.3 ,  3.3 ,  4.2 ,  6.7 ,  6.7 ,  6.7 , 0.2  ,  3.3 ,  0.0 ,122   ,77.3  , 99.6 , .    , .    , .    , .    , .    , .    , 1.5  , 0.3  , 16.7 , 16.7 ,.     , 16.7 ,.     ,31.2  ,.     ,  3.3 , 16.7 , 0.9  ,.     , 0.9  , 0.00 , 0.99 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,385.2 ,  9.6 ,  0.9 ,  0.0 ,  0.0 ,  6.7 ,114.6 , 20.2 , 93.3 , 93.1 , 0.4  ,19.8  ,155.3 , 62   ,252   , 57.4 ,259.4 , 53.4 , 79.0 ,  5.4 ,   .  , 50.0 ,   .  ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,17.4  ,28.7  , 4.2  ,48.0  ,5.0   ,1.1   ,3.9   ,
KB,F,3,  0.0 ,  0.0 , 69.0 ,  1.6 ,  0.0 ,  6.6 ,  0.0 ,  6.5 ,  1.6 ,  9.8 , 49.2 ,  0.0 ,  0.0 ,  0.0 ,  1.6 ,  1.6 , 51.0 , 47.4 , 22.9 ,  1.6 ,  0.0 ,  0.0 ,  1.6 , 46.0 , 29.5 ,.     , 1.7  ,.     ,52.6  ,156   ,51.8  ,21.4  , 23.0 ,  3.3 ,  2.1 ,  9.8 ,  6.6 ,  8.2 , 0.5  ,  4.9 ,  0.0 ,125   ,77.8  ,101.1 ,.     ,.     ,.     ,.     ,.     ,.     , 1.2  , 0.3  ,  9.9 ,  9.9 ,.     ,  9.9 ,.     ,27.1  ,.     ,  3.3 ,  9.9 , 0.8  ,.     , 0.8  , 0.00 , 0.82 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,368.9 ,  8.8 ,  1.6 ,  0.2 ,  0.0 ,  6.7 ,129.0 , 21.6 , 95.0 , 95.0 , 0.3  ,21.4  ,146.2 , 55   ,257   , 55.9 ,228.2 , 70.2 , 60.2 ,  3.9 ,.     , 50.0 ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,17.4  ,28.7  , 3.9  ,48.5  ,4.9   ,1.1   ,3.8   ,
KB,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  5.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KB,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,  9.7 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
KB,T,3,  0.0 ,  0.0 , 57.8 ,  0.8 ,  0.0 , 26.6 ,  0.8 , 20.2 ,  6.4 , 35.5 , 60.7 ,  0.0 ,  0.0 ,  0.0 ,  0.8 ,  0.8 , 60.0 , 39.2 , 25.3 ,  3.3 ,  0.0 ,  0.0 ,  3.3 , 50.2 , 21.2 ,.     ,.     ,  7.3 ,51.8  ,160   ,54.6  ,21.4  , 14.0 ,  2.5 ,  2.0 , 11.4 ,  4.9 ,  5.7 , 0.4  ,  4.9 ,  0.8 ,121   ,77.0  , 99.1 ,.     ,.     ,.     ,.     ,.     ,.     , 1.4  , 0.9  , 40.3 , 38.7 ,.     ,.     ,.     ,.     ,.     ,.     , 40.3 , 8.4  ,.     ,.     , 0.00 , 9.62 ,.     ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,409.1 , 13.8 ,  1.3 ,  0.2 ,  0.1 ,  9.2 ,129.4 , 22.7 , 97.5 , 97.5 , 0.5  ,22.3  ,139.1 , 41   ,253   , 68.0 ,256.4 , 95.4 , 84.8 ,  3.2 ,.     , 47.5 ,.     ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
LC,M,1,  0.0 ,  0.0 , 33.3 , 16.7 ,  0.0 , 33.3 ,  6.7 , 13.3 , 10.0 , 16.7 , 50.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 ,  3.3 , 30.0 ,  0.0 ,  0.0 , 30.0 , 63.3 ,  3.3 , 1.0  ,.     ,.     ,53.8  ,166   ,57.2  ,20.8  , 26.7 , 16.7 ,  7.4 , 16.7 ,  3.3 ,  6.7 , 1.3  , 13.3 ,  3.3 ,120   ,78.5  , 99.2 ,2.48  ,3.17  ,2.61  ,2.42  ,3.12  ,2.49  , 0.6  , 2.3  , 56.7 , 53.3 , 53.3 ,.     ,26.2  ,.     , 30.0 ,.     , 53.3 ,15.4  ,15.4  ,.     , 0.71 ,18.52 , 0.71 ,.     ,  0.0 ,  0.0 ,  3.3 ,  0.0 ,  0.0 ,456.5 , 54.7 ,  0.0 ,  0.0 ,  0.0 ,  0.5 , 29.2 , 18.2 , 86.7 , 83.3 ,11.7  , 6.4  , 39.6 ,  9   ,221   ,127.4 ,182.0 ,147.6 ,114.0 ,  1.2 , 57.9 , 15.8 , 63.2 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
LC,M,2,  6.7 ,  0.0 , 63.3 ,  3.3 ,  0.0 , 23.3 ,  3.3 , 20.0 , 10.0 , 36.7 , 86.7 ,  3.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 96.7 ,  0.0 , 23.3 , 56.7 ,  0.0 ,  0.0 , 56.7 , 20.0 ,  0.0 , 1.1  ,.     ,.     ,51.7  ,165   ,59.0  ,21.7  , 10.0 ,  0.0 ,  0.0 , 20.0 , 10.0 , 13.3 , 1.9  ,  0.0 ,  0.0 ,114   ,73.1  , 93.7 ,2.54  ,3.16  ,2.92  ,2.45  ,3.06  ,2.81  , 1.9  , 0.2  , 70.0 , 66.7 , 66.7 ,.     ,25.1  ,.     , 36.7 ,.     , 66.7 ,19.5  ,19.5  ,.     , 0.00 ,22.53 , 0.00 ,.     ,  3.3 ,  0.0 ,  3.3 ,  0.0 ,  0.0 ,399.3 , 47.0 ,  0.0 ,  0.0 ,  0.0 ,  1.5 ,109.8 , 16.5 , 96.7 , 73.3 , 8.6  , 7.9  , 56.5 , 19   ,195   ,139.0 ,213.2 ,141.2 ,117.2 , 13.2 , 85.0 ,  0.0 , 85.0 ,  5.0 ,  0.0 ,  0.0 ,  5.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
LC,M,3,  3.4 ,  0.0 , 48.3 , 10.0 ,  0.0 , 28.3 ,  5.0 , 16.7 , 10.0 , 26.7 , 68.4 ,  1.6 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 98.4 ,  0.0 , 13.3 , 43.4 ,  0.0 ,  0.0 , 43.4 , 41.6 ,  1.6 , 1.1  ,.     ,.     ,52.8  ,166   ,58.1  ,21.3  , 18.4 ,  8.3 ,  3.7 , 18.4 ,  6.7 , 10.0 , 1.6  ,  6.7 ,  1.6 ,117   ,75.8  , 96.5 ,2.51  ,3.17  ,2.77  ,2.44  ,3.09  ,2.65  , 1.3  , 1.3  , 63.4 , 60.0 , 60.0 ,.     ,25.7  ,.     , 33.4 ,.     , 60.0 ,17.4  ,17.4  ,.     , 0.35 ,20.53 , 0.35 ,.     ,  1.6 ,  0.0 ,  3.3 ,  0.0 ,  0.0 ,427.9 , 50.9 ,  0.0 ,  0.0 ,  0.0 ,  1.0 , 69.5 , 17.4 , 91.7 , 78.3 ,10.2  , 7.2  , 48.1 , 14   ,208   ,133.2 ,197.6 ,144.4 ,115.6 ,  7.2 , 71.5 ,  7.9 , 74.1 ,  2.5 ,  0.0 ,  0.0 ,  2.5 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
LC,F,1, 20.0 ,  0.0 , 43.3 , 33.3 ,  0.0 ,  6.7 ,  3.3 ,  6.7 ,  6.7 , 10.0 , 50.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 , 16.7 , 30.0 ,  0.0 ,  0.0 , 30.0 , 53.3 ,  0.0 ,.     , 2.4  ,.     ,54.3  ,154   ,52.2  ,22.1  , 33.3 ,  6.7 ,  9.1 , 10.0 ,  3.3 ,  3.3 , 0.4  ,  3.3 ,  3.3 ,127   ,82.1  ,104.6 ,2.03  ,2.30  ,2.46  ,1.95  ,2.21  ,2.34  , 1.4  , 0.2  ,  6.7 ,  6.7 ,.     ,  6.7 ,.     ,21.5  ,.     ,  3.3 ,  6.7 , 0.8  ,.     , 0.8  , 0.00 , 0.88 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,381.1 , 22.0 ,  0.0 ,  0.0 ,  0.0 ,  0.4 , 27.5 , 14.2 , 90.0 , 80.0 , 7.9  , 6.2  , 34.9 , 10   ,225   ,116.5 ,185.2 ,134.0 , 83.2 ,  4.0 , 33.3 ,  0.0 , 33.3 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,17.6  ,29.6  , 4.2  ,50.0  ,5.6   ,0.8   ,4.8   ,
LC,F,2,  6.7 ,  0.0 , 86.7 ,  6.7 ,  0.0 ,  0.0 ,  0.0 ,  3.3 ,  0.0 ,  3.3 , 76.7 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 , 23.3 , 66.7 ,  0.0 ,  0.0 , 66.7 , 10.0 ,  0.0 ,.     , 2.3  ,.     ,52.6  ,153   ,52.1  ,22.3  , 33.3 , 13.3 ,  8.3 , 13.3 ,  3.3 , 13.3 , 0.8  ,  6.7 ,  3.3 ,117   ,76.9  , 96.7 ,1.86  ,2.17  ,2.47  ,1.80  ,2.10  ,2.39  , 2.1  , 0.5  ,  3.3 ,  3.3 ,.     ,  3.3 ,.     ,25.0  ,.     ,  0.0 ,  3.3 , 1.3  ,.     , 1.3  , 0.00 , 1.54 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,304.4 , 48.1 ,  0.0 ,  0.0 ,  0.0 ,  1.3 ,119.6 , 13.7 , 96.7 , 76.7 , 7.4  , 6.3  , 73.8 ,  8   ,217   ,139.1 ,233.6 ,110.8 , 83.2 , 12.8 , 37.5 ,  0.0 , 37.5 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,17.3  ,29.2  , 5.8  ,50.0  ,5.2   ,0.8   ,4.3   ,
LC,F,3, 13.3 ,  0.0 , 65.0 , 20.0 ,  0.0 ,  3.4 ,  1.6 ,  5.0 ,  3.4 ,  6.7 , 63.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,100.0 ,  0.0 , 20.0 , 48.4 ,  0.0 ,  0.0 , 48.4 , 31.6 ,  0.0 ,.     , 2.4  ,.     ,53.5  ,154   ,52.2  ,22.2  , 33.3 , 10.0 ,  8.7 , 11.7 ,  3.3 ,  8.3 , 0.6  ,  5.0 ,  3.3 ,122   ,79.5  ,100.7 ,1.95  ,2.23  ,2.47  ,1.88  ,2.16  ,2.37  , 1.8  , 0.4  ,  5.0 ,  5.0 ,.     ,  5.0 ,.     ,23.3  ,.     ,  1.6 ,  5.0 , 1.1  ,.     , 1.1  , 0.00 , 1.21 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,342.8 , 35.1 ,  0.0 ,  0.0 ,  0.0 ,  0.9 , 73.5 , 13.9 , 93.4 , 78.4 , 7.7  , 6.3  , 54.4 ,  9   ,221   ,127.8 ,209.4 ,122.4 , 83.2 ,  8.4 , 35.4 ,  0.0 , 35.4 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,17.5  ,29.4  , 5.0  ,50.0  ,5.4   ,0.8   ,4.5   ,
LC,T,1,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     , 33.3 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
LC,T,2,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     , 60.0 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
LC,T,3,  8.3 ,  0.0 , 56.6 , 15.0 ,  0.0 , 15.8 ,  3.3 , 10.8 ,  6.7 , 16.7 , 65.9 ,  0.8 ,  0.0 ,  0.0 ,  0.0 ,  0.0 , 99.2 ,  0.0 , 16.7 , 45.9 ,  0.0 ,  0.0 , 45.9 , 36.6 ,  0.8 ,.     ,.     , 46.6 ,53.1  ,160   ,55.1  ,21.7  , 25.8 ,  9.2 ,  6.2 , 15.0 ,  5.0 ,  9.2 , 1.1  ,  5.8 ,  2.5 ,120   ,77.7  , 98.6 ,2.23  ,2.70  ,2.62  ,2.16  ,2.62  ,2.51  , 1.5  , 0.8  , 34.2 , 32.5 ,.     ,.     ,.     ,.     ,.     ,.     , 32.5 , 9.3  ,.     ,.     , 0.18 ,10.87 ,.     ,.     ,  0.8 ,  0.0 ,  1.6 ,  0.0 ,  0.0 ,385.3 , 43.0 ,  0.0 ,  0.0 ,  0.0 ,  0.9 , 71.5 , 15.7 , 92.5 , 78.3 , 8.9  , 6.7  , 51.2 , 12   ,215   ,130.5 ,203.5 ,133.4 , 99.4 ,  7.8 , 53.4 ,  4.0 , 54.8 ,  1.3 ,  0.0 ,  0.0 ,  1.3 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,M,1,  0.0 ,  0.0 ,  9.4 ,  0.0 ,  0.0 , 37.5 ,  3.1 , 15.6 ,  6.3 , 25.0 , 68.8 ,  0.0 , 21.9 ,  0.0 ,  0.0 , 21.9 , 78.1 ,  0.0 ,  6.3 , 90.6 ,  3.1 ,  0.0 , 93.8 ,  0.0 ,  0.0 , 0.2  ,.     ,.     ,51.8  ,162   ,53.6  ,20.5  , 21.9 , 15.6 ,  9.7 , 40.6 , 21.9 , 31.3 , 3.5  , 18.8 , 12.5 ,114   ,74.9  , 94.4 ,2.19  ,2.94  ,1.85  ,2.14  ,2.84  ,1.80  , 1.4  , 0.3  , 90.6 , 78.1 , 78.1 ,.     ,20.6  ,.     , 59.4 ,.     , 87.5 ,15.3  ,15.3  ,.     , 0.89 ,18.52 , 0.89 ,.     , 15.6 ,  3.1 ,  0.0 ,  0.0 ,  0.0 ,485.4 , 39.8 ,  0.0 ,  0.0 ,  0.0 ,  3.1 ,  7.8 , 40.7 , 87.5 , 68.8 ,32.1  , 8.6  , 46.2 , 28   ,286   , 76.9 ,172.5 , 94.9 , 31.5 ,  0.0 ,  8.0 , 73.1 , 76.0 , 14.8 ,  0.0 ,  0.0 , 14.8 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,M,2,  3.2 ,  0.0 ,  3.2 ,  0.0 ,  0.0 , 54.8 ,  3.2 , 22.6 , 16.1 , 16.1 , 83.9 ,  6.5 , 29.0 ,  0.0 ,  0.0 , 29.0 , 64.5 ,  0.0 ,  9.7 , 80.6 ,  0.0 ,  0.0 , 80.6 ,  6.5 ,  3.2 , 0.4  ,.     ,.     ,50.8  ,163   ,57.0  ,21.3  ,  3.2 ,  3.2 ,  0.0 , 35.5 , 25.8 , 29.0 , 3.2  ,  9.7 ,  6.5 ,117   ,79.0  , 98.2 ,2.19  ,2.81  ,2.07  ,2.23  ,2.85  ,2.13  , 1.6  , 0.4  , 93.5 , 71.0 , 71.0 ,.     ,25.2  ,.     , 35.5 ,.     , 93.5 ,18.8  ,18.8  ,.     , 3.00 ,24.70 , 3.00 ,.     , 16.1 ,  0.0 ,  6.5 ,  0.0 ,  0.0 ,371.6 , 59.0 ,  0.0 ,  0.0 ,  0.0 ,  2.7 ,  6.8 , 51.2 , 96.8 , 80.6 ,44.5  , 6.7  , 65.8 , 27   ,308   , 97.2 ,133.5 ,241.2 , 78.2 ,  0.0 ,  3.7 , 81.5 , 81.5 , 14.8 ,  0.0 ,  0.0 , 14.8 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,M,3,  1.6 ,  0.0 ,  6.3 ,  0.0 ,  0.0 , 46.1 ,  3.2 , 19.1 , 11.2 , 20.6 , 76.4 ,  3.3 , 25.4 ,  0.0 ,  0.0 , 25.4 , 71.3 ,  0.0 ,  8.0 , 85.6 ,  1.6 ,  0.0 , 87.2 ,  3.3 ,  1.6 , 0.3  ,.     ,.     ,51.3  ,163   ,55.3  ,20.9  , 12.5 ,  9.4 ,  4.8 , 38.1 , 23.9 , 30.2 , 3.4  , 14.3 ,  9.5 ,116   ,77.0  , 96.3 ,2.19  ,2.88  ,1.96  ,2.19  ,2.85  ,1.97  , 1.5  , 0.4  , 92.0 , 74.5 , 74.5 ,.     ,22.9  ,.     , 47.5 ,.     , 90.5 ,17.1  ,17.1  ,.     , 1.95 ,21.61 , 1.95 ,.     , 15.9 ,  1.6 ,  3.3 ,  0.0 ,  0.0 ,428.5 , 49.4 ,  0.0 ,  0.0 ,  0.0 ,  2.9 ,  7.3 , 46.0 , 92.2 , 74.7 ,38.3  , 7.7  , 56.0 , 28   ,297   , 87.1 ,153.0 ,168.1 , 54.9 ,  0.0 ,  5.9 , 77.3 , 78.8 , 14.8 ,  0.0 ,  0.0 , 14.8 ,.     ,.     ,.     ,.     ,.     ,.     ,.     ,
ND,F,1,  7.1 ,  0.0 ,  7.1 , 10.7 ,  0.0 , 42.9 , 10.7 , 10.7 ,  7.1 ,  7.1 , 75.0 ,  0.0 , 17.9 ,  0.0 ,  0.0 , 17.9 , 82.1 ,  0.0 , 25.0 , 71.4 ,  0.0 ,  0.0 , 71.4 ,  3.6 ,  0.0 ,.     , 2.9  ,.     ,50.4  ,154   ,50.9  ,21.3  , 32.1 , 14.3 ,  4.0 , 10.7 ,  7.1 ,  0.0 , 0.0  , 10.7 ,  3.6 ,118   ,75.8  , 97.1 ,1.80  ,2.26  ,1.83  ,1.82  ,2.28  ,1.84  , 0.9  , 0.1  , 10.7 , 10.7 ,.     , 10.7 ,.     ,17.7  ,.     , 10.7 , 10.7 , 1.9  ,.     , 1.9  , 0.00 , 2.24 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,380.6 , 24.7 ,  0.0 ,  0.0 ,  0.0 ,  6.5 ,  1.1 , 39.4 , 92.9 , 75.0 ,31.7  , 7.8  , 38.9 , 41   ,275   , 86.8 ,133.7 ,143.6 , 31.7 ,  0.0 ,  0.0 , 73.1 , 73.1 , 11.5 ,  0.0 ,  0.0 , 11.5 ,15.9  ,27.9  , 4.2  ,50.0  ,6.0   ,1.7   ,4.5   ,
ND,F,2, 27.6 ,  0.0 ,  3.4 ,  3.4 ,  0.0 , 37.9 , 17.2 , 20.7 , 20.7 , 10.3 , 82.8 , 24.1 ,  0.0 ,  3.4 ,  0.0 ,  3.4 , 72.4 ,  0.0 , 27.6 , 69.0 ,  0.0 ,  0.0 , 69.0 ,  3.4 ,  0.0 ,.     , 2.7  ,.     ,48.0  ,154   ,50.9  ,21.5  ,  3.4 ,  0.0 ,  0.0 ,  3.4 ,  3.4 ,  3.4 , 0.3  ,  0.0 ,  0.0 ,119   ,77.2  , 97.9 ,1.82  ,2.16  ,1.96  ,1.87  ,2.21  ,2.03  , 2.7  , 0.0  , 13.8 , 13.8 ,.     , 13.8 ,.     ,43.0  ,.     ,  0.0 , 13.8 , 1.8  ,.     , 1.8  , 0.00 , 2.05 ,.     , 0.00 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,  0.0 ,385.5 , 36.8 ,  0.0 ,  0.0 ,  0.0 ,  1.9 , 10.2 , 45.2 ,100.0 , 79.3 ,39.0  , 6.2  , 48.5 , 32   ,280   , 74.1 , 96.8 ,202.8 , 48.4 ,  2.5 ,  3.6 , 57.1 , 60.7 ,  3.6 ,  0.0 ,  0.0 ,  3.6 ,16.6  ,26.6  , 4.2  ,48.0  ,5.8   ,2.6   ,3.2   ,
